date,title,label,confidence,sentiment_score,contents,newsLink,searchQuery
2025-12-21,에어컨 만들고 로청 몸집 키운 中 가전  삼성 LG '예의주시',neutral,0.7922781705856323,0.0,"샤오미가 최근 중국 우한에 완공한 스마트가전 공장 모습 [사진=샤오미 웨이보] 
중국 가전 기업들이 새해 앞두고 대형 가전으로 제품군을 확대하고 생산 역량을 늘리며 존재감을 빠르게 키우고 있다. '가성비' 전략으로 펼친 중국 기업들이 체급을 끌어 올리면서 삼성전자와 LG전자 중심의 가전 판도가 흔들릴 수 있다는 분석이 나온다. 
  
21일 업계에 따르..",https://www.ajunews.com/view/20251221153125329,삼성전자
2025-12-21,"'내년을 주목하라' 삼성전자 HBM4, 엔비디아 테스트서 최고 평가 받았다",positive,0.986464262008667,0.986464262008667,"삼성전자의 차세대 고대역폭메모리(HBM)4가 엔비디아의 차세대 인공지능(AI) 가속기용 테스트에서 속도와 전력 효율 부문에서 가장 높은 평가를 받은 것으로 알려졌다. 이에 따라 내년 상반기 공급 가능성도 한층 높아졌다는 관측이 나온다. 
 
21일 반도체 업계에 따르면 엔비디아는 최근 삼성전자를 방문해 HBM4 시스템 인 패키지 테스트 진행 상황을 공유..",https://view.asiae.co.kr/article/2025122119570331078,삼성전자
2025-12-21,"""AI 기지국으로 6G 시대 피지컬 AI 서비스 선도""",positive,0.992478609085083,0.992478609085083,"정부가 6G 시대 피지컬 인공지능(AI) 서비스를 선도하기 위해 AI를 탑재한 지능형 기지국(AI-RAN) 구축에 나선다. 이 과정에서 엔비디아와 파트너십을 지속하되 솔루션 국산화를 통해 생태계를 주도한다는 구상을 세웠다. 
 
정영길 과학기술정보통신부 네트워크정책과장은 지난 19일 진행한 '하이퍼 AI 네트워크 전략' 기자 설명회에서 ""5G까지는 통신..",https://view.asiae.co.kr/article/2025122115143204749,삼성전자
2025-12-21,"삼성전자, 페루 첫 냉난방공조 교육센터 개소 중남미 서비스 역량 강화",positive,0.9819188117980957,0.9819188117980957,"삼성전자가 중남미를 중심으로 냉난방공조(HVAC) 전문 교육 인프라를 확대하며 서비스 품질과 브랜드 신뢰도 제고에 나섰다. 
 
21일 업계에 따르면 삼성전자는 최근 페루 북부 치클라요에 HVAC 전문 엔지니어와 설치 기사 양성을 위한 '삼성 HVAC 전문 교육센터'를 열었다. 페루에서 HVAC 분야 전문 교육센터를 마련한 것은 이번이 처음이다. 
 
..",https://view.asiae.co.kr/article/2025122108081993091,삼성전자
2025-12-21,삼성전자 가전과 구글 제미나이가 만났다 ‘비스포크 AI 냉장고’ 공개,neutral,0.955076277256012,0.0,"삼성전자가 가전 제품 가운데 처음으로 구글의 생성형 인공지능 모델 제미나이(Gemini)를 탑재한 '비스포크 인공지능 냉장고' 신제품을 선보인다. 
 
21일 삼성전자는 다음달 미국 라스베이거스에서 열리는 '더 퍼스트룩' 행사에서 비스포크 인공지능 냉장고 신제품을 공개한다고 밝혔다. 냉장고 내부 카메라로 식재료를 인식하는 '인공지능 비전' 기능에 제미나..",https://view.asiae.co.kr/article/2025122108161901066,삼성전자
2025-12-21,"[비즈톡] 매진 행진 트라이폴드, 대량 공급 안하는 이유는?",positive,0.9928115010261536,0.9928115010261536,"삼성전자의 두 번 접는 스마트폰 ‘갤럭시 Z 트라이폴드’가 연일 화제입니다. 삼성의 야심작인 트라이폴드는 지난 12일 출시 직후 완판됐고, 17일 온라인에 재입고된 지 2분 만에 다시 매진됐습니다. 359만400원이라는 엄청난 가격에도 인기를 끌고 있는 겁니다. 다음 재입고인 1월까지는 살 수도 없습니다. 이쯤 되면 생산을 늘려서 더 많이 팔 법도 한데..",https://www.chosun.com/economy/tech_it/2025/12/21/YIJVASMZNVB6DCYQ7DOQFWH5HQ/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,삼성전자
2025-12-21,공급과잉 막자 메모리 3사 '질서 있는 증설',positive,0.9478388428688049,0.9478388428688049,"삼성전자 평택 5공장 공사 재개, SK하이닉스 용인 1공장 조기 가동 . 
 
올 4분기 들어 흘러나온 메모리 반도체 기업의 생산시설 확충 움직임이다. 시장에선 메모리 기업이 빠르게 증설에 나서자 ‘슈퍼호황 기간 단축’에 대한 우려가 나왔다. 반도체업계에선 ‘기우’라고 평가한다. 신규 공장 가동은 일러야 2027년 이후에나 가능한 데다 내년 설비투자(C..",https://www.hankyung.com/article/2025122169771,삼성전자
2025-12-21,"삼성 SK, 엔비디아 HBM4 '품질 테스트' 경쟁",neutral,0.9845709800720215,0.0,"삼성전자와 SK하이닉스의 엔비디아 대상 6세대 고대역폭메모리(HBM4) 납품 경쟁이 뜨거워지고 있다. HBM4는 내년 하반기께 엔비디아가 출시할 예정인 차세대 AI 가속기 루빈 시리즈에 적용되는 제품으로 HBM 시장 판도를 흔들 ‘게임체인저’로 불린다. 
 
21일 반도체업계에 따르면 SK하이닉스는 조만간 HBM4의 일부 회로를 수정한 샘플 제품을 엔비..",https://www.hankyung.com/article/2025122169751,삼성전자
2025-12-21,"AI 추론의 시대 '메모리 전성기' 온다 ""내년 시장 두 배로""",positive,0.9236878752708435,0.9236878752708435,"“메모리 반도체 업계에 ‘엔비디아 모멘트’(인공지능 반도체 혁명을 이끈 엔비디아처럼 특정 기업이 산업 틀을 바꾸는 순간)가 시작됐다.” 
 
세계 3위 메모리 반도체 기업인 미국 마이크론이 지난 17일 2026회계연도 2분기(12월~내년 2월) 매출총이익률(매출총이익÷매출) 전망치로 ‘67%’를 제시하자, 반도체업계에선 이런 반응이 나왔다. 인공지능(A..",https://www.hankyung.com/article/2025122169741,삼성전자
2025-12-21,메모리 센트릭 TSMC 추월한 K반도체,positive,0.9980231523513794,0.9980231523513794,삼성전자 메모리사업부와 SK하이닉스의 수익성이 올해 4분기 세계 1위 파운드리(반도체 수탁생산) 기업인 대만 TSMC를 추월한다. 메모리의 수익성이 파운드리를 넘어서는 것은 2018년 4분기 이후 7년 만이다. 인공지능(AI)산업 중심이 그래픽처리장치(GPU) 주도의 ‘학습’에서 데이터를 저장한 뒤 필요할 때마다 꺼내 쓰는 게 중요한 ‘추론’으로 옮겨가..,https://www.hankyung.com/article/2025122169981,삼성전자
