date,title,label,confidence,sentiment_score,contents,newsLink,searchQuery
2026-01-18,[천자칼럼] 낸드의 귀환,neutral,0.9760672450065613,0.0,"데이터를 저장하는 ‘메모리 반도체’는 D램과 낸드플래시로 나뉜다. D램은 속도는 빠르지만 전원을 끄면 데이터가 사라지는 휘발성 메모리, 낸드는 데이터를 반영구적으로 보관하는 비휘발성 저장장치다. 사용자가 문서 작업을 하면 해당 내용이 D램에 저장된다. 전원을 끄면 D램에 있는 데이터가 사라지는데, 이때 낸드는 사용자가 ‘저장’한 문서를 보관하는 역할을 ..",https://www.hankyung.com/article/2026011874601,삼성전자
2026-01-18,[朝鮮칼럼] 우리 아이들은 왜 19세에 ‘심리적 은퇴’를 꿈꾸는가,neutral,0.9997257590293884,0.0,"2026년 새해 초, 미국 라스베이거스의 CES에서 또 한 번의 희소식이 날아들었다. 한국 기업들이 전체 혁신상의 절반가량을 휩쓸었다는 것. 2024년부터 이런 일이 매년 이어지고 있으니, 이것만 보면 대한민국은 세계를 이끄는 혁신 강국임에 틀림없다. 
 
그러나 이 화려한 지표 이면에는 찜찜한 역설이 숨어 있다. 우리는 더 얇은 TV, 더 정교한 폴더..",https://www.chosun.com/opinion/chosun_column/2026/01/18/MBNM5JEEGFCURAXGGB4WX7WMOE/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,삼성전자
2026-01-18,[에디터의 Q] “부동산은 피크 디지털 자산 투자 플랫폼 만들어 국민 富 키울 것”,neutral,0.9999045133590698,0.0,"‘코스피 5000’이 곧 현실이 될 수 있는 상황이다. 한국 증시 고점론, 거품론도 나오지만, 나만 뒤처질까 불안해하며 뒤늦게 증시로 뛰어드는 포모(FOMO) 현상이 심해지고 있다. 29년 전 ‘저축에서 투자로’를 외치며 투자의 패러다임 전환을 이끌었던 박현주 미래에셋그룹 회장은 현재 상황을 어떻게 보고 있을까. 그가 이끈 일론 머스크의 스페이스X 투자..",https://www.chosun.com/economy/economy_general/2026/01/18/B3GPYRDVDVEGBCM426VHLS7WIE/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,삼성전자
2026-01-18,"[사설] 미국의 반도체 압박 대응, 대만 조건을 기준 삼아야",neutral,0.9525648355484009,0.0,하워드 러트닉 미국 상무장관이 지난 16일(현지시간) “미국에 투자하지 않으면 반도체에 100% 관세를 부과할 수 있다”고 밝혔다. 미국 정부는 전날 대만과 반도체 협상을 타결하고 관세 면제 조건을 공개하기도 했다. 발언과 협상 결과가 맞물리며 트럼프 행정부가 관세를 지렛대로 글로벌 반도체 생산기지를 미국으로 끌어들이겠다는 전략을 본격 가동했음을 보여준..,http://www.dnews.co.kr/uhtml/view.jsp?idxno=202601182241088270151,삼성전자
2026-01-18,입학하면 삼전 하이닉스 취업 보장? ‘이 학과’ 인기 급증,neutral,0.9998270869255066,0.0,"의대 치대 한의대 지원자는 감소

삼성전자와 SK하이닉스 등 대기업과 연계된 대학 계약학과의 정시 지원자가 작년보다 40% 가까이 증가한 것으로 나타났다.

18일 종로학원에 따르면 2026학년도 대학 정시 모집에서 삼성전자, SK하이닉스 등 7개 대기업 16개 계약학과 지원자는 2478명으로 전년(1787명) 대비 38.7% 늘었다.

대기업 계약학과..",https://www.munhwa.com/article/11561772?ref=kpf,삼성전자
2026-01-18,'K-가전 위기' 현실로...수요 침체 중국 공세 관세 '삼중고',negative,0.9993703961372375,-0.9993703961372375,"[앵커] 
한국 가전의 자존심, LG전자가 지난해 4분기, 천억 원이 넘는 적자를 기록했습니다.

삼성 역시 반도체를 뺀 가전 사업 실적은 부진을 거듭하고 있습니다.

가전업계 위기가 어디에서 시작된 건지, 앞으로 전략은 무엇인지 박기완 기자가 짚어봤습니다.

[기자] 
삼성과 LG, 글로벌 시장을 주름잡던 두 회사 가전 부문 경영 실적에 빨간 불이 들..",https://www.ytn.co.kr/_ln/0102_202601182308396226,삼성전자
2026-01-18,"홍라희, 삼성전자 주식 1500만주 처분 약 2조원 규모",negative,0.9755240082740784,-0.9755240082740784,"홍라희 리움미술관 명예관장이 상속세와 대출금 상환을 위해 삼성전자 주식 1500만주를 처분한다. 
 
 18일 금융감독원 전자공시시스템에 따르면 홍 명예관장은 지난 9일 신한은행과 삼성전자 주식 1500만주에 대한 유가증권 처분 신탁 계약을 체결했다. 
 
 계약일 종가인 주당 13만9000원을 기준으로 할 경우 매각 규모는 약 2조850억원이다. 
 ..",https://www.joongang.co.kr/article/25398440,삼성전자
2026-01-18,"러트닉, 삼성 하이닉스 정조준 “미 투자 안하면 100% 반도체 관세”",positive,0.7449526786804199,0.7449526786804199,"하워드 러트닉 미국 상무장관이 지난 16일(현지시각) ‘반도체 기업들이 미국에 투자하지 않을 경우 100% 관세에 직면할 것’이라고 경고했다. 한국의 삼성전자와 에스케이(SK)하이닉스 등 주요 메모리 반도체 기업도 겨냥한 압박으로 풀이돼, 한국 정부와 반도체 기업들의 긴장감이 고조되고 있다.
블룸버그 통신에 따르면 러트닉 장관은 이날 뉴욕주 시러큐스 인..",http://www.hani.co.kr/arti/international/america/1240378.html,삼성전자
2026-01-18,대법원 상고제기 끝에 삼성전자 기술 탈취시도 유죄 선고,negative,0.9997629523277283,-0.9997629523277283,"대전지검 공판부가 설명자료를 배포하고, 삼성전자 휴대전화에 쓰이는 기술을 빼돌린 혐의를 다투는 사건에서 무죄를 선고한 항소심에 상고를 제기하고 파기환송심에서 모든 피고인에게 유죄 판결이 선고되게 했다고 밝혔다. 삼성전자 휴대전화에 쓰이는 방수용 점착제 제조법을 휴대전화로 촬영해 유출한 혐의로 2차 협력업체 전 직원 A씨가 영업비밀을 취득 사용하고 누설한..",https://www.joongdo.co.kr/web/view.php?key=20260118010005548,삼성전자
2026-01-18,靑 “美 반도체 관세 대만보다 유리한 조건 이끌어 낼 것”,neutral,0.8317816853523254,0.0,"미국 트럼프 행정부가 반도체 관세 도입을 본격화하면서 청와대와 정부가 한미 간 합의된 원칙을 바탕으로 한국 기업의 피해를 최소화하기 위한 전방위적 대응에 나섰다. 
 
청와대는 18일 미국의 반도체 관세 부과 범위 확대 기류와 관련해 지난해 한미 양국이 발표한 '조인트 팩트시트(공동 설명자료)'상의 '불리하지 않은 대우(No less favorable ..",https://www.idaegu.co.kr/news/articleView.html?idxno=536198,삼성전자
2026-01-18,"“한달 전 살걸, 순식간에 100만원 오를 줄은” 노트북 가격 보고 ‘쇼크’",neutral,0.9993972778320312,0.0,"[사진, 롯데하이마트]
 

[헤럴드경제= 박영훈 기자] “노트북 가격 이럴수가” 
 

노트북 가격이 폭등하고 있다. 모델별로 100만원까지 올랐다. 노트북 구매를 하려는 사람들마다 가격을 보고 ‘쇼크’라는 말을 할 정도로 폭등했다. 
 

반도체를 비롯한 주요 부품 가격이 크게 올랐기 때문이다. 
 

18일 업계에 따르면 올해 신제품인 삼성전자 ‘..",https://biz.heraldcorp.com/article/10657762,삼성전자
